episode,id,title,source,level,severity,line_count,char_count,sha256,verdict,top_issue,top_issue_location,top_issue_sample
096,wavlake-mp3__096__67207814,096 孙宇晨：【小结】最后一条上升通道,wavlake-mp3,clean,0,379,3169,877b0b09e3cae9274025c684651ba00848092a1c80bcda7c0b2b327616dbccf0,未见明显风险,,,
097,wavlake-mp3__097__e53f6314,097 孙宇晨：【小结】不当南郭先生,wavlake-mp3,low,4,25,3699,994a4af55499fcbca63f7c5131bdbee3880e90d335d7b8c53d1de93de65d5f56,低风险留痕,行内循环,L21,"距离副行长,距离你们那个分行的那个行长,距离你们那个营业部的这个行长,是吧?分行分行分行分行的行长,支行的行长,都隔着可能四五级的,你就再逆天再努力干破天,人家不可能知道,这个关键原因一定要注意,人家不可能知道,也不可能教你去独当一面,所以"
098,wavlake-mp3__098__bff652a0,098 孙宇晨：【荐书】吴晓波与《大败局》,wavlake-mp3,clean,0,165,1684,360b3208cdf5d7618187352969f97764a6eab68d080b2b5ef6a74b42fb13af8c,未见明显风险,,,
099,wavlake-mp3__099__d77ebee3,099 孙宇晨：【荐书】巨人的倒下,wavlake-mp3,clean,0,366,3283,06f5b88cc61116628007fdd13811c57cc68a168c26b576fcfa9a787229d2443a,未见明显风险,,,
100,wavlake-mp3__100__bb8f1891,100 孙宇晨：【荐书】我们的使命与担当,wavlake-mp3,clean,0,285,2626,cf7311f1465ad9e72c131fdc89f9aa2e082e4745a9ef9484fb8c664e9bc56470,未见明显风险,,,
101,wavlake-mp3__101__c2d2562f,102 孙宇晨：【比特币】比特币如何实现？,wavlake-mp3,clean,0,33,1663,55603b8ab55144152c9fad4bb3bc601fe036564329f8c18403c9e2e9877b2e3a,未见明显风险,,,
102,wavlake-mp3__102__9360cb03,103 孙宇晨：【比特币】与传统货币、其他虚拟币的比较,wavlake-mp3,low,14,28,2524,8f7a160debdbbd762ad2089b066c9ed7f8a4372b86022837a70d666df2c4ef1d,低风险留痕,近似重复,L11-L12,现需求，就是你想把它换成法定货币。
103,wavlake-mp3__103__0ca2de19,104 孙宇晨：【比特币】买买提,wavlake-mp3,medium,26,85,1686,81aa284e668b534d719fe5025e37aabdd6f67c218ae780be97d7da007e490c39,需人工复核,近似重复,L10-L11,大家经常也想回到那个随便开个电脑运行个程序就能获得比特币。
104,official-vimeo-m4a-partial__104__27a0c3dd,【比特币】买买提 [1182083775],official-vimeo-m4a-partial,clean,0,9,270,d2b1c852363d0829d555c5ae57d4a8ed6eff26116b04be4d61dcccc109c11a35,未见明显风险,,,
105,wavlake-mp3__105__041bd302,106 孙宇晨：【直播回听】分享投资经验,wavlake-mp3,low,4,1808,15664,1b9b72768ecfdfd08b3cccb63443e6f47124a12800cff2bac8577b60a27889ce,低风险留痕,行内循环,L1161,"哦,对对对,谈谈美股,确实是"
106,wavlake-mp3__106__e8b60e44,107 孙宇晨：【医疗】财富自由与医疗,wavlake-mp3,clean,0,185,2746,3f0435d0290c9386de38f16114345b1c29ac7e7189c8790c2c98b9226d61f95b,未见明显风险,,,
107,wavlake-mp3__107__b184caea,108 孙宇晨：【医疗】看病与破案,wavlake-mp3,low,4,140,3064,05d3e8f29b270b2c9f4156c6293b332ba2c3bb87ad73505ef7ca86e7fe744b54,低风险留痕,行内循环,L12,"不就是那个谁谁谁吗,我早都认识他,直接抓了不就行了,我给你报销二十块钱买手铐的费用,不就用个手铐抓他吗,二十块钱的手铐费就行了,大家会不会觉得我如果持有这种逻辑,是非常难以理喻和脑残的,但是大家不要笑,绝大多数人治病的思考方式,跟刚才举例子"
108,wavlake-mp3__108__99e184d5,109 孙宇晨：【医疗】医与药,wavlake-mp3,clean,0,321,3035,fc2ab010a929f009cb0ee45c1def5e4ba70a93557b05e637da7d60a627ff8920,未见明显风险,,,
109,wavlake-mp3__109__be90b738,110 孙宇晨：【医疗】护城河理论,wavlake-mp3,clean,0,334,3797,51e02e89a6327e586873c613f43d23445b2bfda8b3cbe2b9088a9b8624ee8877,未见明显风险,,,
110,wavlake-mp3__110__44e2adc7,111 孙宇晨：【医疗】AI医疗与就医误区,wavlake-mp3,clean,0,109,1499,ed260aa5881ede428f1dbf76f13164e43ca79a3c13226d7e8ef72c8fb114bafe,未见明显风险,,,
111,wavlake-mp3__111__dfb79053,,wavlake-mp3,clean,0,262,3525,878d6cf21a952c96d252ebad7cc12de363b6a112b8302c29ad59408627137d1b,未见明显风险,,,
112,wavlake-mp3__112__65d1092d,,wavlake-mp3,clean,0,85,2317,72a0abd0c0d87e4c335cb9b09503ac2724b8a6bacb16b8f4e58f57df0bb6186f,未见明显风险,,,
113,wavlake-mp3__113__76985e49,114 孙宇晨：【医疗】医疗保险,wavlake-mp3,clean,0,296,2956,40cf1803e0ecc6cf26eb11a12ed443db889511493bbc760edf73ed8b964cf65d,未见明显风险,,,
114,wavlake-mp3__114__1125512e,115 孙宇晨：【医疗】做自己健康的CEO,wavlake-mp3,clean,0,260,2546,1ac3ab965cb7b91d6e0538b3b053af765f26405a46e8a7075420e91c0c7b134c,未见明显风险,,,
115,wavlake-mp3__115__44fd62ab,116 孙宇晨：【医疗】财富自由的防御,wavlake-mp3,low,4,237,2240,7cfc5a8d079643716aaad91d19202210f3ed7583dbbf4373877a3e68bbcc9e72,低风险留痕,行内循环,L211,被你们俩就这么整整整
116,wavlake-mp3__116__09f832bb,117 孙宇晨：【复习】90后新游牧民族,wavlake-mp3,clean,0,33,4716,0adb6948b6d0a49aa6b56a148e97118477c3f4b3996d6689274003b59e8418c0,未见明显风险,,,
117,wavlake-mp3__117__0f43c944,118 孙宇晨：【家人边界】合伙之前先散伙,wavlake-mp3,clean,0,27,2431,822aec3df50dae81bb041760e785613a50ce07e0dcec48904ecb8df90329d61d,未见明显风险,,,
118,wavlake-mp3__118__86d1aebf,119 孙宇晨：【家人边界】财富自由与离婚影响,wavlake-mp3,medium,64,115,2629,051f6f6766137cf636f36a1642db01b5ef0f5b40e99517ab6ee9142302d6feb3,需人工复核,连续重复,L63-L65,"我们只是用血淋淋的事实告诉大家,"
119,wavlake-mp3__119__c3bb26c7,120 孙宇晨：【家人边界】平等的至亲关系,wavlake-mp3,clean,0,316,3205,6f6a6f047a9ef5b1577a23126f61f29d47c0422f628829a978620b3bb556a153,未见明显风险,,,
120,wavlake-mp3__120__34108871,121 孙宇晨：【家人边界】新道德破解旧问题,wavlake-mp3,clean,0,19,2352,c9cf9f866d33bb302f65536cf67d2e12f7249ff144fe5d2b34e332e9b73821c8,未见明显风险,,,
121,wavlake-mp3__121__d71a4128,122 孙宇晨：【案例】让专业的人做专业的事,wavlake-mp3,low,6,129,2836,bf6d3a3e3aefbdb00bf2d29ba6a419017e03ea81e194ecd0594de1b4174f32a6,低风险留痕,连续重复,L32-L33,还是回到我们的生活中。
122,wavlake-mp3__122__2839a873,123 孙宇晨：【家人边界】三观决定家庭的财富,wavlake-mp3,clean,0,78,2498,4b7b42d898372b20348dd5441dd39d8b552a7610fcca929276ba42260b6d2b88,未见明显风险,,,
123,wavlake-mp3__123__83fe2b60,124 孙宇晨：【家人边界】与家人和解,wavlake-mp3,medium,25,71,3386,0537398c7bcf17907ed0e8a0c66ef38827b849a8cd9d26f59977ed656f653ab6,需人工复核,连续重复,L42-L44,"他听了我讲的方法,最近已经赚到了半年的工资。"
124,wavlake-mp3__124__4343a7c0,125 孙宇晨：【财富天问】中国人为什么富不起来？谈中国财富传承问题,wavlake-mp3,clean,0,406,4152,1d4747ccae65d1d6581ffba7ba4753686d0702610db9c17e87a2198556b45d02,未见明显风险,,,
125,wavlake-mp3__125__069007db,126 孙宇晨：【财富天问】王侯将相宁有种乎？谈中国财产权问题,wavlake-mp3,low,16,371,3883,bd266f3d0a39aaad56c68cbc3e47edc7454355e05a6de04e991da178ec56ed70,低风险留痕,行内循环,L331,整个诗就是杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀杀�
126,wavlake-mp3__126__25a41ab4,127 孙宇晨：【财富天问】抢劫文化,wavlake-mp3,clean,0,37,1448,33bc27d1365cc5db885142fc49a3358b0f1cb9ce3a79fde4265ea47211cb187a,未见明显风险,,,
127,wavlake-mp3__127__d4ed023a,128 孙宇晨：【财富天问】财富洗牌，谈中西方财产观差异,wavlake-mp3,clean,0,284,2478,cd6fe923654fb1d70f3c1d06677731ea69bcee8de335b2d7059064e720727846,未见明显风险,,,
128,wavlake-mp3__128__fa2d5a99,129 孙宇晨：【财富天问】割韭菜的时代，谈财富自由与历史洗牌,wavlake-mp3,medium,26,55,1574,d723fadb10b85eae463e2e57bbacc6e10991c996371bf3cffdc40df3244ea7dd,需人工复核,近似重复,L24-L25,"也就是占比高达75.52%,而且申请排队向美国移民的人数要远远比获批的要多。"
129,wavlake-mp3__129__ce692f38,130 孙宇晨：【财富天问】和尚摸得，我摸不得？谈财富自由与人权,wavlake-mp3,clean,0,308,3375,7c0c62538d2f867831f146deb68c570810be450260806fb6f82cbc0ec0e63422,未见明显风险,,,
130,wavlake-mp3__130__b79097a0,131 孙宇晨：【神秘嘉宾】财富十问，分享创业经验与财富观,wavlake-mp3,low,4,371,3461,73c3f8a3f0ea5555cb0b4fa7a607c75b9fd89409a3fd7f80536525026b1bd8ea,低风险留痕,行内循环,L241,你你你自己进入hiphop的领域
131,wavlake-mp3__131__7f6a9b2b,132 孙宇晨：【财富流向】规则制定领域，分享财富自由与创业经验,wavlake-mp3,low,6,160,2665,e81a167d533ac509191849ab6d74f49b705bd3d928d1bfeffc132dd2e60ea1e8,低风险留痕,连续重复,L136-L137,都招了。
132,wavlake-mp3__132__53ed6043,133【财富流向】非线性通道,wavlake-mp3,medium,25,148,2096,7ed35b6dad86be5ccb6d7cd4c7d98f251dba1fd73eef918204a09b8a3df49394,需人工复核,连续重复,L18-L20,他确实在阿里巴巴获得了非常高的金额。
133,wavlake-mp3__133__327b2eaa,134 孙宇晨：【财富流向】上升曲线，财富自由与区块链创业,wavlake-mp3,clean,0,44,1853,509fd5f1fef008dc652e9d6a37ffb09d8a5641d47da2360f7eb81261ec10abc3,未见明显风险,,,
134,wavlake-mp3__134__621e51c0,135 孙宇晨：【财富流向】BTC与BCC，谈区块链创业与投资机会,wavlake-mp3,clean,0,21,2528,ba1fc30d0405f8a4aa7cf8f7886b0c768c3d690905a593e88432d4666444332f,未见明显风险,,,
135,wavlake-mp3__135__841813ff,136 孙宇晨：【财富流向】打破规则，重塑规则,wavlake-mp3,clean,0,202,1862,2fcd9fde05464c11ca7ceda5f45b5a6eb65a3eef8c5ba50c94db74dc7c7e4ee9,未见明显风险,,,
136,wavlake-mp3__136__e4306ed8,137 孙宇晨：【财富流向】弯道超车,wavlake-mp3,low,3,231,2214,06434a19d093d4f91a2d92d01ef32906a3b2717a2254e2cb479151ddf529d0f1,低风险留痕,疑似错词,,据爸爸
137,wavlake-mp3__137__33989990,138 孙宇晨：【财富流向】学习的力量，谈教育革新与创业,wavlake-mp3,low,5,117,3213,18a87c16faae30fb5f02ae341502e2117d50023ef7a5c672c46845934d74a23f,低风险留痕,行内循环,L116,"你你不按照这个来,他就觉得你不是正经人,你你你正经人吗,对吧,你不是正经人啊,如果你这时候说,"
138,wavlake-mp3__138__ef8ee5f2,139 孙宇晨：【财富流向】按自己的想法走，打破规则，追求财富自由。,wavlake-mp3,low,4,255,2309,12a8c93aad34ddf87c1d7b09c702511636f1c079181b87ae31259e11683639b5,低风险留痕,行内循环,L104,我妈就就就就跟我说
139,wavlake-mp3__139__60c2d49e,140 孙宇晨：【From It to Bit】碳基与硅基生命对比,wavlake-mp3,low,7,302,3921,c61afca03223e1ae73219b6b4cb8cf638739fb2a676be3d3a6a83f87fee3fbea,低风险留痕,行内循环,L24,"这点我相信大家也深有体会,因为我们都是碳基生命嘛,对吧?碳基生命有几几几两,就是我们自己大家最清楚,对吧?"
140,wavlake-mp3__140__f55c81c4,141【From It to Bit】区块链、硅基化、数字资产、意识互联,wavlake-mp3,clean,0,59,4056,67e88c67f8a4a2e221f3ad59eaa9fef03a84a82151c732734149b0c199ba2cc9,未见明显风险,,,
141,wavlake-mp3__141__afc9f7de,142 孙宇晨：【未来趋势】战狼2如果应用了区块链技术（上）,wavlake-mp3,clean,0,148,1622,eba3632b6b2d38be45a7f75d8d7ae8e1b6073cfe657d981d0250bea44996a7d8,未见明显风险,,,
142,wavlake-mp3__142__9361a02c,143 孙宇晨：【未来趋势】战狼2如果应用了区块链技术（下）,wavlake-mp3,clean,0,222,1917,0b2974e16bf4068caecb36e04d296b013dad33072dd024b2ecf33441137dafe2,未见明显风险,,,
143,wavlake-mp3__143__1554b253,144 孙宇晨：【创业使命】谈90后创业机遇与挑战,wavlake-mp3,low,13,100,3601,5f7b01c1391aeabe7cc10bdb9c67e48ba36f3f22481affabad89882903cdc0ad,低风险留痕,近似重复,L24-L25,所以现在我们在看起来非常多的并没有机会。
144,wavlake-mp3__144__7d6ac21c,145 孙宇晨：【一周年复盘】我的明治维新,wavlake-mp3,clean,0,71,1978,453aa1f9663c5710fae10cbae26d4411d9f430630a695276d209327d402ecf00,未见明显风险,,,
145,wavlake-mp3__145__2f481088,146 孙宇晨：【完结】我们就是这个时代的既得利益者,wavlake-mp3,low,3,126,1685,5255bff264b824b0e8242c6513d6b4fde2e47ef5f81b4b62e391d49928b54972,低风险留痕,疑似错词,,果壳和新榜
